Title,Directors,genres,Actors
The Great Beauty,Paolo Sorrentino,"Comedy, Drama, Comedy-Drama, Literature, Old Age / Elderly","Toni Servillo, Carlo Verdone, Sabrina Ferilli, Serena Grandi, Galatea Ranzi, Isabella Ferrari, Giulia Di Quilio, Luca Marinelli, Giorgio Pasotti, Massimo Popolizio, Carlo Buccirosso, Iaia Forte, Pamela Villoresi"
Captain Fantastic,Matt Ross,"Drama, Family Relationships, Independent Film (US), Comedy-Drama, Nature, Small Town Life (North-american)","Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Kathryn Hahn, Trin Miller, Steve Zahn, Elijah Stevenson, Teddy Van Ee, Erin Moriarty, Missi Pyle, Frank Langella, Ann Dowd"
The Pursuit of Happyness,Gabriele Muccino,"Drama, Based on a true story, 1980s, Business & Stock Exchange, Job/Employment","Will Smith, Thandiwe Newton, Jaden Smith, Dan Castellaneta, Brian Howe, James Karen, Kurt Fuller, Mark Christopher Lawrence"
Extraordinary Stories,Mariano Llinás,"Mystery, Drama, Anthology Film, Experimental Cinema","Klaus Dietze, Eduardo Iacono, Walter Jakob, Mariano Llinás, Horacio Marasi, Ana Livingston, Agustín Mendilaharzu, Santiago Mitre, Esteban Lamothe, Mariana Mitre, Elisa Carricajo"
Like Stars on Earth,Aamir Khan,"Drama, Education, Childhood, Disability","Darsheel Safary, Aamir Khan, Tanay Chheda, Tisca Chopra, Vipin Sharma, Lalitha Lajmi, Girija Oak, M.K. Raina, Sachet Engineer, Meghna Malik, Bugs Bhargava, Abhishek Bachchan, Ravi Khanvilkar"
Mind Game,Masaaki Yuasa,"Animation, Fantasy, Comedy, Adventure, Surrealism, Adult Animation, Manga, Cult Movie",
Becket,Peter Glenville,"Drama, Historical, Middle Ages, Religion, 12th Century, Friendship","Richard Burton, ""Peter OToole"", John Gielgud, Donald Wolfit, Véronique Vendell, Martita Hunt, Sian Phillips, Pamela Brown, Felix Aylmer, Gino Cervi, Paolo Stoppa, David Weston, Jennifer Hilary, Roy Beck, Percy Herbert, Magda Konopka"
Down and Dirty,Ettore Scola,"Comedy, Drama, Black Comedy, Poverty","Nino Manfredi, Francesco Anniballi, Maria Bosco, Franco Merli, Ettore Garofolo, Maria Luisa Santella, ""Alfredo DIppolito"", Giselda Castrini, Francesco Crescimone, Giovanni Rovini, Giancarlo Fanelli, Adriana Russo, Zoe Incrocci"
Where the Sidewalk Ends,Otto Preminger,"Film noir, Mystery, Cop Movies, Crime","Dana Andrews, Gene Tierney, Gary Merrill, Bert Freed, Tom Tully, Karl Malden, Ruth Donnelly, Craig Stevens, Neville Brand"
Oliver Twist,David Lean,"Drama, Childhood, Poverty, 19th Century","Alec Guinness, Robert Newton, Francis L. Sullivan, John Howard Davies, Kay Walsh, Anthony Newley, Henry Stephenson"
La tía Tula,Miguel Picazo,"Drama, Family Relationships","Aurora Bautista, Carlos Estrada, Enriqueta Carballeira, Emilia Zambrano, Laly Soldevila, Paloma Lorena, Coral Pellicer, Montserrat Julió, Lola Gaos, Juana Azorín, Lola Marquerie, Irene Gutiérrez Caba, Margarita Calahorra"
The Lady Eve,Preston Sturges,"Romance, Comedy, Screwball comedy, Romantic Comedy, Sophisticated Comedy","Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette, William Demarest, Eric Blore, Melville Cooper, ""Martha ODriscoll"", Janet Beecher"
Beauty and the Beast,Jean Cocteau,"Fantasy, Romance, Drama, Fairy Tales / Fables","Jean Marais, Josette Day, Marcel André, Mila Parély, Nane Germon, Michel Auclair, Christian Marquand"
Cleo from 5 to 7,Agnès Varda,"Drama, Psychological Drama, Nouvelle vague (New Wave)","Corinne Marchand, Antoine Bourseiller, Dorothée Blanck, Loye Payen, Michel Legrand, Dominique Davray, José Luis de Vilallonga, Jean-Luc Godard, Anna Karina, Eddie Constantine, Jean-Claude Brialy, Sami Frey"
The Flame and the Arrow,Jacques Tourneur,"Adventure, Middle Ages, 12th Century","Burt Lancaster, Virginia Mayo, Nick Cravat, Robert Douglas, Aline MacMahon"
Infernal Affairs,"Andrew Lau, Alan Mak","Thriller, Mystery, Crime, Cop Movies, Yakuza & Triad, Psychological Thriller","Tony Leung Chiu-Wai, Andy Lau, Eric Tsang, Kelly Chen, Sammi Cheng, Edison Chen, Anthony Wong, Gordon Lam, Shawn Yue, Elva Hsiao, Chapman To, Ting Yip Ng"
City of Life and Death,Lu Chuan,"War, Drama, China-Japan War (II), Historical, 1930s","Ye Liu, Gao Yuanyuan, Hideo Nakaizumi, Fan Wei, Ryu Kohata, Qin Lan, Jiang Yiyan, Zhao Yisui, Yao Di, John Paisley, Yuko Miyamoto, Liu Bin, Beverly Peckous, Sam Voutas, Asano Nagahide, Junichi Kajioka"
Night on Earth,Jim Jarmusch,"Comedy, Drama, Anthology Film, Independent Film (US)","Winona Ryder, Giancarlo Esposito, Gena Rowlands, Armin Mueller-Stahl, Rosie Pérez, Roberto Benigni, Béatrice Dalle, Matti Pellonpää, Isaach de Bankole, Paolo Bonacelli, Kari Väänänen, Tomi Salmela, Sakari Kuosmanen"
Two for the Road,Stanley Donen,"Comedy, Drama, Romance, Romantic Comedy, Road Movie","Audrey Hepburn, Albert Finney, Eleanor Bron, William Daniels, Nadia Gray, Claude Dauphin, Georges Descrières, Jacqueline Bisset, Judy Cornwell, Irène Hilda, Dominique Joos, Olga Georges-Picot, Patricia Viterbo"
Mommy,Xavier Dolan,"Drama, Family Relationships, Dystopia, Teen/coming-of-age, Maternity","Anne Dorval, Antoine-Olivier Pilon, Suzanne Clément, Alexandre Goyette"
Pale Rider,Clint Eastwood,"Western, Remake","Clint Eastwood, Sydney Penny, Michael Moriarty, Chris Penn, Carrie Snodgress, Richard Dysart, John Russell, Richard Kiel, Billy Drago, Doug McGrath, Charles Hallahan, Marvin J. McIntyre, Fran Ryan"
Happiness,Todd Solondz,"Drama, Comedy, Black Comedy, Comedy-Drama, Ensemble Film, Independent Film (US), Sexual Abuse, Cult Movie","Jane Adams, Lara Flynn Boyle, Philip Seymour Hoffman, Cynthia Stevenson, Dylan Baker, Ben Gazzara, Louise Lasser, Elizabeth Ashley, Jared Harris, Jon Lovitz, Camryn Manheim, Rufus Read, Molly Shannon"
Dog Day Afternoon,Sidney Lumet,"Drama, Thriller, Crime, Heist Film, Cop Movies, Based on a true story","Al Pacino, John Cazale, Charles Durning, Carol Kane, Chris Sarandon, Sully Boyar, Penelope Allen, Beulah Garrick, James Broderick, Lance Henriksen, Sandra Kazan, Marcia Jean Kurtz"
The Magnificent Seven,John Sturges,"Western, Adventure, Remake, Friendship, Buddy Film","Yul Brynner, Steve McQueen, Charles Bronson, Eli Wallach, James Coburn, Horst Buchholz, Robert Vaughn, Brad Dexter, Whit Bissell, Vladimir Sokoloff, Jorge Martínez de Hoyos, Enrique Lucero, Rosenda Monteros"
Dead Man Walking,Tim Robbins,"Drama, Crime, Prison Drama, Religion, Based on a true story","Susan Sarandon, Sean Penn, Robert Prosky, Margo Martindale, Celia Weston, Raymond J. Barry, R. Lee Ermey, Scott Wilson, Jack Black"
Out of Africa,Sydney Pollack,"Romance, Adventure, Drama, Based on a true story, Romantic Drama, Africa, Colonialism, 1910s","Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen, Malick Bowens, Michael Gough, Suzanna Hamilton, Rachel Kempson, Stephen Kinyanjui, Joseph Thiaka, Leslie Phillips, Graham Crowden, Shane Rimmer"
Groundhog Day,Harold Ramis,"Comedy, Fantasy, Romance, Romantic Comedy, Time Loops, Small Town Life (North-american)","Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Angela Paton, Rick Overton, Brian Doyle-Murray, Marita Geraghty, Rick Ducommun, Harold Ramis, Rod Sell, Michael Shannon, Peggy Roeder, Les Podewell, Robin Duke"
Philadelphia,Jonathan Demme,"Drama, Disease/illness, AIDS, Gay & Lesbian","Tom Hanks, Denzel Washington, Antonio Banderas, Ron Vawter, Joanne Woodward, Jason Robards, Charles Napier, Robert Ridgely, Roberta Maxwell, Buzz Kilman, Karen Finley, Roger Corman, Lisa Summerour"
Sin City (Frank Miller's Sin City),"Robert Rodriguez, Frank Miller, Quentin Tarantino","Film noir, Thriller, Action, Neo-noir, Based on a Comic, Ensemble Film, Serial Killers, Revenge, Cult Movie","Bruce Willis, Mickey Rourke, Clive Owen, Rosario Dawson, Jessica Alba, Benicio del Toro, Elijah Wood, Marley Shelton, Alexis Bledel, Michael Clarke Duncan, Carla Gugino, Josh Hartnett, Michael Madsen"
Ghost in the Shell 2.0,Mamoru Oshii,"Animation, Sci-Fi, Action, Robots, Remake, Adult Animation, Manga, Cyberpunk, Computers / Internet",
Live and Become,Radu Mihaileanu,"Drama, Immigration, Adoption","Yaël Abecassis, Roschdy Zem, Moshe Agazai, Mosche Abebe, Sirak M. Sabahat, Roni Hadar, Meki Shibru Sivan, Mimi Abonesh Kebebe"
Macbeth,Orson Welles,"Drama, Middle Ages, 11th Century","Orson Welles, Jeanette Nolan, ""Dan OHerlihy"", Roddy McDowall, Edgar Barrier, Erskine Sanford, Peggy Webber, Alan Napier, John Dierkes, Brainerd Duffield, Keene Curtis, Lurene Tuttle, Morgan Farley, Lionel Braham"
Last Train from Gun Hill,John Sturges,"Western, Racism, Revenge","Kirk Douglas, Anthony Quinn, Carolyn Jones, Earl Holliman, Brad Dexter, Ziva Rodann, Brian G. Hutton"
There Was a Crooked Man,Joseph L. Mankiewicz,"Western, Comedy, Prison Drama","Kirk Douglas, Henry Fonda, Warren Oates, Hume Cronyn, Michael Blodgett, Burgess Meredith, John Randolph, ""Arthur OConnell"", Martin Gabel, C.K. Yang, Alan Hale Jr., Lee Grant, Victor French"
Eyes Without a Face,Georges Franju,"Horror, Thriller, Crime, Serial Killers, Cult Movie","Pierre Brasseur, Alida Valli, Juliette Mayniel, Edith Scob, François Guérin, Alexandre Rignault, Béatrice Altariba, Claude Brasseur"
The Professionals,Richard Brooks,"Western, Adventure, Kidnapping Film / Disappearance, Mexican Revolution","Burt Lancaster, Lee Marvin, Robert Ryan, Jack Palance, Claudia Cardinale, Ralph Bellamy, Woody Strode, Joe De Santis, Rafael Bertrand, Jorge Martínez de Hoyos, Marie Gómez"
Hiroshima mon amour,Alain Resnais,"Drama, Romance, Romantic Drama, Nuclear Holocaust, Nouvelle vague (New Wave)","Emmanuelle Riva, Eiji Okada, Bernard Fresson, Stella Dassas"
Love and Death,Woody Allen,"Comedy, 19th Century, Parody, Napoleonic Wars","Woody Allen, Diane Keaton, Olga Georges-Picot, James Tolkan, Harold Gould, Lloyd Battista, Sol L. Frieder, Jessica Harper, Féodor Atkine, Tutte Lemkov, Howard Vernon, Zvee Scooler, Henri Czarniak, Harry Hankin, Alfred Lutter, Beth Porter"
Letters From Iwo Jima,Clint Eastwood,"War, II World War","Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryo Kase, Shido Nakamura, Yuki Matsuzaki, Takumi Bando, Hiroshi Watanabe, Nae, Takashi Yamaguchi, Eijiro Ozaki, Toshi Toda, Sonny Saito"
The Wizard of Oz,Victor Fleming,"Fantasy, Musical, Adventure, Family-friendly, Fairy Tales / Fables, Cult Movie","Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Clara Blandick, Margaret Hamilton, Charley Grapewin"
The Crazy Stranger,Tony Gatlif,"Drama, Music","Romain Duris, Rona Hartner, Izidor Serban, Ovidiu Balan, Dan Astileanu"
Samurai X: Reflection,Kazuhiro Furuhashi,"Animation, Drama, Romance, Action, Disease/illness, Samurai, Revenge, Feudal Japan, 19th Century, Manga, Adult Animation, Sequel",
Memories of Underdevelopment,Tomás Gutiérrez Alea,"Drama, Cuban revolution, Psychological Drama","Daisy Granados, Sergio Corrieri, Eslinda Núñez, Omar Valdés, René de la Cruz, Beatriz Ponchova, Gilda Hernández, Yolanda Farr, Ofelia González"
The Way Home,Lee Jeong-hyang,"Drama, Old Age / Elderly, Family Relationships","Eul-boon Kim, Yoo Seung-ho, Hyo-hee Dong, Kyung-hyun Min"
"Divorce, Italian Style",Pietro Germi,"Comedy, Black Comedy, Satire, Family Relationships","Marcello Mastroianni, Daniela Rocca, Stefania Sandrelli, Leopoldo Trieste, Odoardo Spadaro, Margherita Girelli, Angela Cardile, Lando Buzzanca, Pietro Tordi, Ugo Torrente, Antonio Acqua, Bianca Castagnetta"
Laurence Anyways,Xavier Dolan,"Drama, Romance, Transgender, 1980s, 1990s, Romantic Drama","Melvil Poupaud, Suzanne Clément, Nathalie Baye, Monia Chokri, Yves Jacques, Catherine Bégin, Sophie Faucher, Patricia Tulasne, Mario Geoffrey, Antoine-Olivier Pilon"
Millennium Actress,Satoshi Kon,"Animation, Fantasy, Romance, Drama, Melodrama, Film In Film, Adult Animation, Cult Movie",
Nebraska,Alexander Payne,"Drama, Comedy, Road Movie, Old Age / Elderly, Family Relationships, Comedy-Drama, Small Town Life (North-american)","Bruce Dern, Will Forte, Stacy Keach, Bob Odenkirk, June Squibb, Missy Doty, Kevin Kunkel, Angela McEwan, Melinda Simonsen"
Before Sunrise,Richard Linklater,"Romance, Drama, Romantic Drama, Independent Film (US)","Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl, Erni Mangold"
The Princess Bride,Rob Reiner,"Adventure, Romance, Comedy, Fantasy, Romantic Comedy, Medieval Fantasy, Swashbuckler, Magic, Witchcraft, Cult Movie","Robin Wright, Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, André the Giant, Fred Savage, Peter Falk, Peter Cook, Mel Smith, Carol Kane, Billy Crystal"
Billy Elliot,Stephen Daldry,"Drama, Comedy, Ballet, 1980s, Gay & Lesbian, Dancing","Jamie Bell, Julie Walters, Gary Lewis, Jamie Draven, Adam Cooper, Jean Heywood, Stuart Wells, Nicola Blackwell"
Dances with Wolves,Kevin Costner,"Western, Adventure, Drama, Epic film, Friendship, Army, 19th Century","Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant, Maury Chaykin, Tantoo Cardinal, Wes Studi, Robert Pastorelli, ""Floyd Red Crow Westerman"", Steve Reevis, Charles Rocket"
Indiana Jones and the Temple of Doom,Steven Spielberg,"Adventure, Action, Prequel, 1930s","Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri, Roshan Seth, Roy Chiao, Philip Stone, Raj Singh, David Yip, Ric Young, Dan Aykroyd, D.R. Nanayakkara, Pat Roach"
Silenced,Hwang Dong-hyuk,"Drama, Sexual Abuse, Disability, Courtroom Drama / Lawyers, Based on a true story","Gong Yoo, Jung Yu-mi, Kim Hyeon-soo, Kim Ji-yeong, Jeong In-seo, Baek Seung-Hwan, Hye-jin Park"
The Cry,Michelangelo Antonioni,"Drama, Neorealism","Steve Cochran, Alida Valli, Betsy Blair, Mirna Girardi, Guerrino Campanilli, Gabriella Pallotta, Elli Parvo, Dorian Gray, Lynn Shaw, Gaetano Matteucci, Pina Boldrini"
Underworld U.S.A.,Samuel Fuller,"Film noir, Drama, Crime, Mafia","Cliff Robertson, Dolores Dorn, Beatrice Kay, Paul Dubov, Robert Emhardt, Larry Gates, Richard Rust, Gerald Milton, Allan Gruener, David Kent, Tina Pine, Sally Mills, Neyle Morrow"
And Life Goes On…,Abbas Kiarostami,"Drama, Road Movie","Farhad Kheradmand, Buba Bayour, Hocine Rifahi, Maassouma Berouana, Ferhendeh Feydi, Mahrem Feydi, Bahrovz Aydini, Mohamed Hocinerouhi, Hocine Khadem, Ziya Babai"
Petete and Trapito,Manuel García Ferré,"Animation, Comedy, Fantasy, Adventure, Musical, Kids",
Ludwig: The Mad King of Bavaria,Luchino Visconti,"Drama, Biography, 19th Century, Historical","Helmut Berger, Romy Schneider, Trevor Howard, Silvana Mangano, Gert Fröbe, Helmut Griem, Izabella Telezynska, Umberto Orsini, John Moulder-Brown, Sonia Petrovna, Adriana Asti"
Pharaoh,Jerzy Kawalerowicz,"Drama, Historical, Ancient Egypt","Jerzy Zelnik, Barbara Brylska, Andrzej Girtler, Krystyna Mikolajewska, Piotr Pawlowski, Leszek Herdegen, Stanislaw Milski, Ewa Krzyzewska, Wieslawa Mazurkiewicz, Mieczyslaw Voit, Kazimierz Opalinski, Emir Buczacki, Leonard Andrzejewski"
Camille,George Cukor,"Drama, Romance, 19th Century, Prostitution, Romantic Drama","Greta Garbo, Robert Taylor, Lionel Barrymore, Elizabeth Allan, Jessie Ralph, Henry Daniell, Lenore Ulric, Laura Hope Crews"
The Hill,Sidney Lumet,"Drama, II World War, Prison Drama","Sean Connery, Harry Andrews, Ian Bannen, Alfred Lynch, Neil McCarthy, Norman Bird, Ian Hendry, Roy Kinnear, Michael Redgrave, Jack Watson, Ossie Davis, Tony Caunter, Howard Goorney"
Criss Cross,Robert Siodmak,"Film noir, Heist Film","Burt Lancaster, Yvonne De Carlo, Dan Duryea, Esy Morales, Tom Pedi, Stephen McNally, Percy Helton, Alan Napier, Griff Barnett, Meg Randall, Richard Long, Joan Miller, Edna Holland"
Separate Tables,Delbert Mann,"Drama, Romance","David Niven, Burt Lancaster, Rita Hayworth, Deborah Kerr, Wendy Hiller, Gladys Cooper, Rod Taylor, Audrey Dalton, Cathleen Nesbitt, Felix Aylmer, May Hallatt, Priscilla Morgan"
The Match Factory Girl,Aki Kaurismäki,"Drama, Psychological Drama","Kati Outinen, Elina Salo, Esko Nikkari, Vesa Vierikko, Silu Seppälä"
Bloody Sunday,Paul Greengrass,"Drama, Based on a true story, Terrorism, IRA, 1970s","James Nesbitt, Allan Gildea, Tim Pigott-Smith, Nicholas Farrell, Gerard Crossan, Gerard McSorley, Mary Moulds, Carmel McCallion, Kathy Kiera Clarke, Declan Duddy, Mike Edwards, Eva Birthistle"
Shoplifters,Hirokazu Koreeda,"Drama, Poverty, Family Relationships","Kirin Kiki, Sôsuke Ikematsu, Lily Franky, Moemi Katayama, Sakura Ando, Mayu Matsuoka, Jyo Kairi, Miyu Sasaki, Yûki Yamada"
Portrait of a Lady on Fire,Céline Sciamma,"Drama, Romance, 18th Century, Painting, Costume Drama, Gay & Lesbian, Romantic Drama","Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino, Christel Baras, Cécile Morel, Armande Boulanger, Michèle Clément"
Giant,George Stevens,"Drama, Romance, Epic film, Racism, Melodrama, Small Town Life (North-american), Family Relationships, Friendship","Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker, Jane Withers, Chill Wills, Mercedes McCambridge, Sal Mineo, Dennis Hopper, Judith Evelyn, Paul Fix, Earl Holliman, Robert Nichols, Rod Taylor"
Blue Is the Warmest Color,Abdellatif Kechiche,"Romance, Drama, Romantic Drama, Teen/coming-of-age, Erotic, Gay & Lesbian, Based on a Comic","Adèle Exarchopoulos, Léa Seydoux, Salim Kechiouche, Mona Walravens, Jeremie Laheurte, Alma Jodorowsky, Aurélien Recoing, Catherine Salée, Fanny Maurin, Benjamin Siksou, Sandor Funtek, Karim Saidi"
Three Colours: Blue,Krzysztof Kieślowski,"Drama, Music","Juliette Binoche, Benoît Régent, Florence Pernel, Charlotte Vêry, Hélène Vincent, Philippe Volter, Claude Duneton, Emmanuelle Riva"
Blue Velvet,David Lynch,"Mystery, Film noir, Drama, Neo-noir, Psychological Thriller, Cult Movie, Independent Film (US)","Kyle MacLachlan, Isabella Rossellini, Dennis Hopper, Laura Dern, Dean Stockwell, George Dickerson, Jack Nance, Hope Lange, Brad Dourif, Priscilla Pointer, Frances Bay"
Fried Green Tomatoes,Jon Avnet,"Drama, Friendship, Southern Gothic, 1930s, Racism, Small Town Life (North-american)","Kathy Bates, Jessica Tandy, Mary Stuart Masterson, Mary-Louise Parker, ""Chris ODonnell"", Cicely Tyson, Gailard Sartain, Gary Basaraba, Stan Shaw"
Aladdin,"John Musker, Ron Clements","Animation, Fantasy, Musical, Kids, Adventure, Arabian Nights, Fairy Tales / Fables, Magic, Family-friendly","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried, Douglas Seale"
Death of a Bureaucrat,Tomás Gutiérrez Alea,"Comedy, Satire, Black Comedy","Salvador Wood, Silvia Planas, Manuel Estanillo, Gaspar de Santelices"
Port of Shadows,Marcel Carné,"Drama, Romance, Thriller, Crime, French Poetic Realism","Jean Gabin, Michèle Morgan, Michel Simon, Pierre Brasseur, Édouard Delmont, Raymond Aimos, Robert Le Vigan, Martial Rébe, Marcel Pérès, Jenny Burnay, René Génin, Roger Legris"
The Razor's Edge,Edmund Goulding,"Drama, Religion, Jealousy, 1910s, 1920s","Tyrone Power, Gene Tierney, John Payne, Anne Baxter, Clifton Webb, Herbert Marshall, Lucile Watson, Frank Latimore, Elsa Lanchester, Fritz Kortner, John Wengraf, Cecil Humphreys"
Lonely are the Brave,David Miller,"Western, 1950s, Friendship, Horses","Kirk Douglas, Gena Rowlands, Walter Matthau, Michael Kane, ""Carroll OConnor"", William Schallert, George Kennedy, Karl Swenson, William Mims"
La bête humaine,Jean Renoir,"Drama, Melodrama, Trains / Subways, French Poetic Realism","Jean Gabin, Simone Simon, Fernand Ledoux, Julien Carette, Blanchette Brunoy, Jean Renoir, Gérard Landry, Jenny Hélia, Colette Régis, Claire Gérard, Charlotte Clasis, Jacques Berlioz"
Smiles of a Summer Night,Ingmar Bergman,"Comedy, Romance, 1900s, Small Town Life (Non-North American), Costume Drama, Jealousy, Ensemble Film, Romantic Comedy","Eva Dahlbeck, Ulla Jacobsson, Harriet Andersson, Margit Carlqvist, Gunnar Björnstrand, Jarl Kulle, Bibi Andersson, Ake Fridell, Naima Wifstrand, Björn Bjelvenstam"
The Conformist,Bernardo Bertolucci,"Drama, 1930s, 1940s, Gay & Lesbian","Jean-Louis Trintignant, Stefania Sandrelli, Dominique Sanda, Gastone Moschin, Enzo Tarascio, Fosco Giachetti, José Quaglio, Pierre Clémenti, Yvonne Sanson, Orso Maria Guerrini, Giuseppe Addobbati, Christian Aligny, Antonio Maestri"
A Summer's Tale,Éric Rohmer,"Romance, Drama, Romantic Drama, Friendship","Melvil Poupaud, Amanda Langlet, Aurélia Nolin, Gwenaëlle Simon, Aimé Lefèvre, Alain Guellaff, Evelyne Lahana, Yves Guérin, Franck Cabot"
The Lovers on the Bridge,Leos Carax,"Drama, Romance, Poverty, Disease/illness, Social Drama, Cult Movie, Alcoholism","Juliette Binoche, Denis Lavant, Klaus-Michael Grüber, Daniel Buain, Edith Scob, Marion Stalens, Chrichan Larson, Marc Maurette"
